"chargeback_id","original_transaction_id","card_number_masked","cardholder_name","merchant_name","merchant_id","transaction_amount","transaction_currency","transaction_date","chargeback_date","chargeback_reason_code","chargeback_reason_description","investigation_status","investigator_id","representment_deadline","representment_submitted","representment_date","final_decision","final_decision_date","notes"
"CB-202405-0046","TXN-202406-10346","1189","Marcos Silva","Auchan Porto","MER-PT-41109","47.1","EUR","2024-05-27T21:10:50","2024-05-29T10:31:59","GOODS_NOT_RECEIVED","Delivery failed.","pending","","2024-06-12","false","","","","Waiting for merchant response."
"CB-202405-0047","TXN-202406-10347","4302","Victoria Evans","Sainsbury's London","MER-UK-40114","36.5","GBP","2024-05-28T17:18:16","2024-05-30T10:21:12","GOODS_NOT_AS_DESCRIBED","Product defective.","in_review","INV-UK-424","2024-06-13","false","","","","Photos requested from cardholder."
"CB-202405-0048","TXN-202406-10348","7156","Samantha Smith","Tesco Liverpool","MER-UK-30146","42.99","GBP","2024-05-29T18:25:17","2024-05-30T09:43:23","GOODS_NOT_RECEIVED","Order not delivered.","pending","","2024-06-12","false","","","","Merchant investigating shipment."
"CB-202405-0049","TXN-202406-10349","1016","Pedro Costa","Continente Lisbon","MER-PT-21437","28.49","EUR","2024-05-28T16:11:22","2024-05-29T08:54:38","GOODS_NOT_AS_DESCRIBED","Wrong size sent.","in_review","INV-PT-112","2024-06-12","true","2024-06-09T10:10:00","merchant_won","2024-06-14T09:30:00","Merchant provided order details."
"CB-202405-0050","TXN-202406-10350","5002","Johan Eriksson","Elgiganten Stockholm","MER-SE-21125","115.99","SEK","2024-05-28T20:09:36","2024-05-30T08:17:12","FRAUD","Card cloned, unauthorized transaction.","pending","INV-SE-117","2024-06-13","false","","","","Cardholder confirmed fraud."
"CBK-20230412-2001","TRX-20230401-1001","3159","Riley McCarthy","MetroMart Berlin","MER-9011","112.56","EUR","2023-04-01T14:22:18Z","2023-04-12T09:17:09Z","fraud","Cardholder reported unauthorized transaction.","pending","INV-0045","2023-04-27","false","","","","Awaiting merchant response for initial review."
"CBK-20230412-2002","TRX-20230402-1002","9584","Dieter Klein","Bookstore Vienna","MER-1542","23.99","EUR","2023-04-02T11:08:04Z","2023-04-12T10:11:02Z","goods_not_received","Customer claims order never delivered.","in_review","INV-0021","2023-04-28","true","2023-04-15T09:55:17Z","merchant_won","2023-04-20T13:45:02Z","Merchant provided shipping confirmation."
"CBK-20230412-2003","TRX-20230403-1003","1142","Ava Johansson","Nordic Electronics","MER-3876","245","SEK","2023-04-03T18:41:33Z","2023-04-12T18:59:44Z","duplicate","Transaction charged twice.","resolved","INV-0073","2023-04-29","true","2023-04-14T11:13:10Z","chargeback_accepted","2023-04-21T11:43:26Z","Duplicate charge confirmed."
"CBK-20230412-2004","TRX-20230404-1004","8837","Luka Novak","Prague Delights","MER-5012","67.4","CZK","2023-04-04T13:27:11Z","2023-04-12T12:22:31Z","not_as_described","Product received was different from description.","declined","INV-0039","2023-04-27","false","","merchant_won","2023-04-27T16:54:12Z","Merchant provided product photos matching listing."
"CBK-20230412-2005","TRX-20230405-1005","5046","Maja Petrovic","Zagreb Sports","MER-6207","98.75","HRK","2023-04-05T16:39:47Z","2023-04-12T19:06:30Z","fraud","Suspicious transaction detected.","pending","INV-0052","2023-04-27","false","","","","Fraud screening in process."
"CBK-20230412-2006","TRX-20230406-1006","7611","David Fischer","Munich Coffee","MER-2561","12.8","EUR","2023-04-06T09:14:21Z","2023-04-12T11:10:37Z","goods_not_received","Customer did not receive their order.","in_review","INV-0017","2023-04-28","false","","","","Merchant contacted for shipping details."
"CBK-20230412-2007","TRX-20230407-1007","3219","Sofia Rossi","Milan Fashion","MER-1488","211.4","EUR","2023-04-07T15:08:54Z","2023-04-12T18:01:24Z","fraud","Cardholder did not authorize purchase.","resolved","INV-0098","2023-04-27","true","2023-04-16T14:27:09Z","cardholder_won","2023-04-24T09:33:45Z","Investigation confirmed unauthorized use."
"CBK-20230412-2008","TRX-20230408-1008","4408","Jakub Szymanski","Warsaw Groceries","MER-3322","56.2","PLN","2023-04-08T17:21:30Z","2023-04-12T22:15:42Z","not_as_described","Product description mismatch.","declined","INV-0061","2023-04-29","true","2023-04-20T17:09:35Z","merchant_won","2023-04-29T10:45:59Z","Merchant provided evidence of accurate listing."
"CBK-20230412-2009","TRX-20230409-1009","8650","Elena Dimitrova","Sofia Electronics","MER-4766","179.99","BGN","2023-04-09T12:45:12Z","2023-04-12T13:40:28Z","goods_not_received","No delivery confirmation available.","pending","INV-0048","2023-04-29","false","","","","Awaiting response from merchant."
"CBK-20230412-2010","TRX-20230410-1010","2691","Noah Lefevre","Paris Bistro","MER-5509","38.6","EUR","2023-04-10T10:55:08Z","2023-04-12T12:18:32Z","fraud","Unrecognized charge reported.","in_review","INV-0012","2023-04-28","true","2023-04-15T13:08:45Z","chargeback_accepted","2023-04-21T15:55:13Z","Merchant unable to provide supporting documents."
"CBK-20230412-2011","TRX-20230411-1011","3035","Marta Kowal","Krakow Furnishing","MER-6104","222.35","PLN","2023-04-11T16:22:03Z","2023-04-12T18:45:22Z","goods_not_received","Order tracking unavailable.","resolved","INV-0029","2023-04-30","true","2023-04-18T09:20:01Z","cardholder_won","2023-04-25T17:22:50Z","Chargeback accepted due to lack of delivery."
"CBK-20230412-2012","TRX-20230412-1012","4420","Oliver Schuster","Berlin Home Decor","MER-9051","45.8","EUR","2023-04-12T20:40:19Z","2023-04-13T15:30:59Z","fraud","Cardholder denies making purchase.","resolved","INV-0067","2023-04-29","true","2023-04-18T15:44:37Z","chargeback_accepted","2023-04-23T13:18:55Z","Confirmed fraudulent use."
"CBK-20230412-2013","TRX-20230413-1013","7205","Lucia Gallo","Rome Books","MER-1157","19.95","EUR","2023-04-13T16:55:23Z","2023-04-15T10:22:45Z","not_as_described","Item was not as described.","pending","INV-0038","2023-05-01","false","","","","Awaiting merchant response."
"CBK-20230412-2014","TRX-20230414-1014","5028","Jan Novak","Prague Electronics","MER-5012","325","CZK","2023-04-14T09:37:12Z","2023-04-16T14:10:22Z","duplicate","Duplicate transaction detected.","resolved","INV-0050","2023-05-01","true","2023-04-18T19:22:31Z","chargeback_accepted","2023-04-23T08:17:09Z","Refund issued for duplicate charge."
"CBK-20230412-2015","TRX-20230415-1015","9367","Tomasz Nowak","Warsaw Fashion","MER-3322","59.99","PLN","2023-04-15T14:09:17Z","2023-04-21T10:35:48Z","goods_not_received","Customer claims non-delivery.","in_review","INV-0065","2023-05-02","false","","","","Merchant contacted for delivery proof."
"CBK-20230412-2016","TRX-20230416-1016","3117","Nina Petrov","Sofia Books","MER-4766","28.9","BGN","2023-04-16T09:17:14Z","2023-04-21T15:05:33Z","fraud","Unrecognized charge on statement.","in_review","INV-0019","2023-05-03","false","","","","Investigation initiated."
"CBK-20230412-2017","TRX-20230417-1017","8026","Jacob Lee","London Cafe","MER-2001","15.4","GBP","2023-04-17T10:40:29Z","2023-04-22T08:10:17Z","not_as_described","Order was incomplete.","declined","INV-0025","2023-05-04","true","2023-04-25T13:50:22Z","merchant_won","2023-05-04T13:09:40Z","Merchant provided order details."
"CBK-20230412-2018","TRX-20230418-1018","2751","Anna Weber","Frankfurt Groceries","MER-9011","54.1","EUR","2023-04-18T18:07:14Z","2023-04-22T17:39:21Z","goods_not_received","Order not delivered.","pending","INV-0053","2023-05-05","false","","","","Awaiting merchant reply."
"CBK-20230412-2019","TRX-20230419-1019","6240","Frederik Andersen","Copenhagen Design","MER-7802","212","DKK","2023-04-19T14:25:10Z","2023-04-23T11:11:43Z","duplicate","Duplicate charge for same purchase.","resolved","INV-0087","2023-05-06","true","2023-04-27T17:25:31Z","chargeback_accepted","2023-05-01T10:00:40Z","Refund processed."
"CBK-20230412-2020","TRX-20230420-1020","1574","Eva Nilsson","Stockholm Market","MER-3876","75.99","SEK","2023-04-20T11:59:18Z","2023-04-23T13:15:56Z","fraud","Unusual activity detected.","pending","INV-0031","2023-05-06","false","","","","Investigation ongoing."
"CBK-20230412-2021","TRX-20230421-1021","4820","Francesca Bianchi","Florence Boutique","MER-1488","120","EUR","2023-04-21T13:49:55Z","2023-04-24T14:28:33Z","goods_not_received","Customer claims non-receipt.","in_review","INV-0043","2023-05-08","true","2023-04-29T11:40:19Z","merchant_won","2023-05-08T15:22:31Z","Merchant provided delivery proof."
"CBK-20230412-2022","TRX-20230422-1022","3751","Niklas Meyer","Hamburg Sports","MER-9011","41.8","EUR","2023-04-22T10:21:10Z","2023-04-24T19:44:29Z","not_as_described","Item did not match description.","declined","INV-0069","2023-05-09","false","","merchant_won","2023-05-09T10:18:47Z","Merchant provided product details."
"CBK-20230412-2023","TRX-20230423-1023","9034","Sara Martens","Amsterdam Electronics","MER-3345","89.95","EUR","2023-04-23T18:12:07Z","2023-04-25T13:19:18Z","fraud","Cardholder reports account compromise.","resolved","INV-0028","2023-05-10","true","2023-05-03T17:40:12Z","chargeback_accepted","2023-05-08T16:13:29Z","Fraud verified."
"CBK-20230412-2024","TRX-20230424-1024","5124","Eduard Kolar","Bratislava Books","MER-6207","22.65","EUR","2023-04-24T09:43:10Z","2023-04-25T14:20:56Z","goods_not_received","No shipment confirmation.","pending","INV-0026","2023-05-11","false","","","","Merchant contacted."
"CBK-20230412-2025","TRX-20230425-1025","4961","Isabella Russo","Rome Fashion","MER-1157","189","EUR","2023-04-25T11:22:53Z","2023-04-25T17:09:42Z","fraud","Transaction not authorized.","in_review","INV-0046","2023-05-12","false","","","","Awaiting merchant response."
"CBK-20230412-2026","TRX-20230426-1026","7809","Katarina Horvat","Zagreb Home Decor","MER-6207","59.8","HRK","2023-04-26T19:17:41Z","2023-04-27T08:41:10Z","not_as_described","Color mismatch reported.","declined","INV-0071","2023-05-13","true","2023-05-09T14:27:59Z","merchant_won","2023-05-13T15:42:02Z","Merchant provided product documentation."
"CBK-20230412-2027","TRX-20230427-1027","1502","Tomáš Dvořák","Prague Market","MER-5012","35.7","CZK","2023-04-27T12:10:18Z","2023-04-28T08:10:38Z","duplicate","Transaction charged twice.","resolved","INV-0076","2023-05-14","true","2023-05-10T18:11:49Z","chargeback_accepted","2023-05-14T11:29:51Z","Refund processed for duplicate charge."
"CBK-20230412-2028","TRX-20230428-1028","5883","Charlotte Olesen","Copenhagen Boutique","MER-7802","92","DKK","2023-04-28T16:23:07Z","2023-04-29T13:19:19Z","goods_not_received","Order not received by customer.","pending","INV-0082","2023-05-15","false","","","","Waiting for merchant confirmation."
"CBK-20230412-2029","TRX-20230429-1029","6242","Jens Sørensen","Aarhus Electronics","MER-7802","61.5","DKK","2023-04-29T09:44:34Z","2023-04-30T10:18:11Z","fraud","Cardholder reports stolen card.","in_review","INV-0015","2023-05-16","true","2023-05-13T12:15:25Z","chargeback_accepted","2023-05-16T13:10:17Z","Investigation confirmed fraud."
"CBK-20230412-2030","TRX-20230501-1030","3339","Jana Novakova","Bratislava Fashion","MER-6207","39.5","EUR","2023-05-01T11:13:21Z","2023-05-02T09:47:39Z","not_as_described","Product not matching description.","declined","INV-0064","2023-05-17","false","","merchant_won","2023-05-17T15:38:36Z","Evidence provided by merchant."
"CBK-20230412-2031","TRX-20230502-1031","4570","Markus Hansen","Oslo Market","MER-5533","85.7","NOK","2023-05-02T16:44:17Z","2023-05-03T08:33:59Z","fraud","Unrecognized transaction.","pending","INV-0037","2023-05-18","false","","","","Awaiting merchant response."
"CBK-20230412-2032","TRX-20230503-1032","5214","Johanna Lund","Stockholm Books","MER-3876","34.9","SEK","2023-05-03T14:10:06Z","2023-05-04T09:38:24Z","goods_not_received","No delivery notification.","in_review","INV-0011","2023-05-19","true","2023-05-06T10:17:02Z","merchant_won","2023-05-19T11:30:20Z","Merchant provided delivery receipt."
"CBK-20230412-2033","TRX-20230504-1033","1409","Petra Novak","Prague Gifts","MER-5012","27.5","CZK","2023-05-04T18:44:39Z","2023-05-05T10:14:29Z","duplicate","Transaction processed twice.","resolved","INV-0095","2023-05-20","true","2023-05-08T12:39:18Z","chargeback_accepted","2023-05-20T13:22:27Z","Refund issued."
"CBK-20230412-2034","TRX-20230505-1034","7332","Karin Svensson","Gothenburg Market","MER-3876","78.2","SEK","2023-05-05T09:21:18Z","2023-05-06T08:34:15Z","fraud","Unrecognized card activity.","pending","INV-0059","2023-05-21","false","","","","Investigation started."
"CBK-20230412-2035","TRX-20230506-1035","6127","Emilia Rossi","Milan Decor","MER-1488","124","EUR","2023-05-06T12:23:53Z","2023-05-07T13:44:01Z","goods_not_received","No tracking provided.","in_review","INV-0024","2023-05-22","false","","","","Merchant contacted."
"CBK-20230412-2036","TRX-20230507-1036","4491","Oskar Schmidt","Berlin Tech","MER-9051","67.9","EUR","2023-05-07T18:38:42Z","2023-05-08T11:10:32Z","not_as_described","Item defective.","declined","INV-0078","2023-05-23","true","2023-05-15T15:23:44Z","merchant_won","2023-05-23T14:34:18Z","Merchant provided product certification."
"CBK-20230412-2037","TRX-20230508-1037","2860","Henrik Larsen","Aarhus Fashion","MER-7802","49.5","DKK","2023-05-08T12:30:23Z","2023-05-09T19:08:29Z","duplicate","Double charge detected.","resolved","INV-0084","2023-05-24","true","2023-05-18T14:39:58Z","chargeback_accepted","2023-05-24T11:28:01Z","Duplicate payment refunded."
"CBK-20230412-2038","TRX-20230509-1038","9117","Sofia Petrova","Sofia Gifts","MER-4766","21.6","BGN","2023-05-09T11:20:43Z","2023-05-10T08:10:53Z","fraud","Unrecognized transaction.","pending","INV-0013","2023-05-25","false","","","","Fraud review started."
"CBK-20230412-2039","TRX-20230510-1039","2308","Hanna Nilsson","Stockholm Decor","MER-3876","62.1","SEK","2023-05-10T09:43:36Z","2023-05-11T11:29:47Z","goods_not_received","Order not delivered.","in_review","INV-0032","2023-05-26","false","","","","Merchant contacted."
"CBK-20230412-2040","TRX-20230511-1040","5796","Paula Weber","Berlin Boutique","MER-9051","45","EUR","2023-05-11T12:23:45Z","2023-05-12T08:44:11Z","not_as_described","Item was different color.","declined","INV-0070","2023-05-27","true","2023-05-19T15:07:30Z","merchant_won","2023-05-27T16:53:18Z","Merchant provided product documentation."
"CBK-20230412-2041","TRX-20230512-1041","8523","Luka Petrovic","Belgrade Groceries","MER-2561","28.3","RSD","2023-05-12T13:09:03Z","2023-05-13T10:24:50Z","goods_not_received","Order not received.","pending","INV-0040","2023-05-28","false","","","","Merchant contacted."
"CBK-20230412-2042","TRX-20230513-1042","4271","Krzysztof Zielinski","Krakow Tech","MER-6104","311.25","PLN","2023-05-13T14:42:21Z","2023-05-14T08:49:39Z","fraud","Suspicious activity detected.","in_review","INV-0051","2023-05-29","false","","","","Investigation ongoing."
"CBK-20230412-2043","TRX-20230514-1043","3176","Mads Mortensen","Odense Market","MER-7802","53.8","DKK","2023-05-14T09:05:14Z","2023-05-15T10:27:32Z","duplicate","Duplicate transaction.","resolved","INV-0094","2023-05-30","true","2023-05-21T09:12:44Z","chargeback_accepted","2023-05-30T15:29:38Z","Refund processed."
"CBK-20230412-2044","TRX-20230515-1044","6401","Jana Vacek","Brno Boutique","MER-5012","48.2","CZK","2023-05-15T18:42:07Z","2023-05-16T16:32:20Z","fraud","Unauthorized card use.","pending","INV-0022","2023-05-31","false","","","","Investigation initiated."
"CBK-20230412-2045","TRX-20230516-1045","7853","Signe Jensen","Copenhagen Books","MER-7802","26.9","DKK","2023-05-16T08:59:28Z","2023-05-17T15:04:38Z","goods_not_received","No delivery confirmation.","in_review","INV-0035","2023-06-01","true","2023-05-23T11:13:56Z","merchant_won","2023-06-01T08:22:29Z","Merchant provided tracking number."
"CBK-20230412-2046","TRX-20230517-1046","6038","Pia Gustavsson","Stockholm Furniture","MER-3876","199.5","SEK","2023-05-17T14:32:17Z","2023-05-18T09:44:26Z","not_as_described","Item size incorrect.","declined","INV-0068","2023-06-02","false","","merchant_won","2023-06-02T17:37:19Z","Merchant provided product specifications."
"CBK-20230412-2047","TRX-20230518-1047","5118","Klara Urban","Prague Decor","MER-5012","33.7","CZK","2023-05-18T09:23:45Z","2023-05-19T11:50:32Z","duplicate","Transaction processed two times.","resolved","INV-0081","2023-06-03","true","2023-05-26T14:41:43Z","chargeback_accepted","2023-06-03T09:25:38Z","Refund completed."
"CBK-20230412-2048","TRX-20230519-1048","3201","Hugo Schmidt","Berlin Groceries","MER-9051","36.2","EUR","2023-05-19T16:37:15Z","2023-05-20T08:39:17Z","goods_not_received","Shipment not confirmed.","pending","INV-0033","2023-06-04","false","","","","Awaiting merchant reply."
"CBK-20230412-2049","TRX-20230520-1049","9983","Liv Olesen","Copenhagen Decor","MER-7802","49.3","DKK","2023-05-20T13:22:18Z","2023-05-21T16:44:28Z","fraud","Unrecognized purchase.","pending","INV-0020","2023-06-05","false","","","","Fraud investigation open."
"CBK-20230412-2050","TRX-20230521-1050","4805","Karolina Nowak","Warsaw Gifts","MER-3322","58.8","PLN","2023-05-21T18:44:39Z","2023-05-22T10:19:42Z","goods_not_received","Order not delivered.","in_review","INV-0044","2023-06-06","true","2023-05-30T11:21:44Z","merchant_won","2023-06-06T12:07:55Z","Merchant provided delivery details."
"CB-202404-10101","TRX-401-58871","3402","Martina Dobson","NordicTech Electronics","M-NT-0045","264.75","EUR","2024-04-07T13:52:00","2024-04-09T09:41:15","FRAUD","Cardholder did not authorize transaction","pending","INV-587","2024-04-22","false","","pending","","Cardholder disputed charge immediately"
"CB-202404-10102","TRX-401-58872","8294","Jens Mikkelsen","Bergen Grocers","M-BG-0112","42.15","NOK","2024-04-03T18:20:58","2024-04-10T10:13:22","GOODS_NOT_RECEIVED","Items were not delivered to customer","in_review","INV-631","2024-04-25","true","2024-04-14T15:35:00","merchant_won","2024-04-22T11:02:44","Merchant provided delivery confirmation"
"CB-202404-10103","TRX-401-58873","1025","Lydia Andersen","Stockholm Books","M-SB-0031","18.5","SEK","2024-04-04T17:47:12","2024-04-06T11:20:10","SERVICE_NOT_RENDERED","Order cancelled, service not delivered","resolved","INV-534","2024-04-18","false","","cardholder_won","2024-04-15T14:03:31","Merchant confirmed non-delivery"
"CB-202404-10104","TRX-401-58874","6711","Ahmed Al-Rashid","OsloBike Rentals","M-OB-0789","125","NOK","2024-04-02T10:05:42","2024-04-11T16:12:18","FRAUD","Suspicious transaction, not recognized","in_review","INV-601","2024-04-24","false","","pending","","Transaction flagged by cardholder"
"CB-202404-10105","TRX-401-58875","9340","Emilia Svensson","Copenhagen Deli","M-CD-0450","63.9","DKK","2024-04-05T14:37:20","2024-04-09T12:58:47","GOODS_NOT_RECEIVED","Delayed shipment, customer unsubscribed","resolved","INV-587","2024-04-19","true","2024-04-16T10:00:21","merchant_won","2024-04-20T09:32:58","Merchant provided tracking info"
"CB-202404-10106","TRX-401-58876","2176","Hanna Virtanen","Helsinki Home Goods","M-HHG-0024","305.1","EUR","2024-04-07T09:44:30","2024-04-09T15:15:03","FRAUD","Card reported lost prior to transaction","pending","INV-689","2024-04-23","false","","pending","","Urgent case, expedited review"
"CB-202404-10107","TRX-401-58877","4481","Markus Nilsson","Gothenburg Music","M-GM-0299","21.99","SEK","2024-04-02T20:33:00","2024-04-08T10:27:05","DUPLICATE_PROCESSING","Charge processed twice for same transaction","resolved","INV-534","2024-04-20","false","","chargeback_accepted","2024-04-19T13:21:49","Merchant confirmed duplicate"
"CB-202404-10108","TRX-401-58878","5013","Nina Johansson","Oslo Sportswear","M-OS-0088","75.49","NOK","2024-04-06T13:00:20","2024-04-12T14:41:40","GOODS_NOT_RECEIVED","Delivery delayed beyond agreed date","in_review","INV-631","2024-04-26","true","2024-04-18T11:30:00","merchant_won","2024-04-23T15:02:17","Merchant provided delivery proof"
"CB-202404-10109","TRX-401-58879","6198","Petra Jensen","Copenhagen Deli","M-CD-0450","22.6","DKK","2024-04-04T16:02:21","2024-04-05T09:45:10","FRAUD","Cardholder did not recognize transaction","pending","INV-689","2024-04-19","false","","pending","","Initial notification received"
"CB-202404-10110","TRX-401-58880","4885","Kalle Jansson","Stockholm Books","M-SB-0031","10.99","SEK","2024-04-08T10:21:45","2024-04-10T12:17:03","DUPLICATE_PROCESSING","Same book charged twice","resolved","INV-534","2024-04-22","false","","chargeback_accepted","2024-04-21T17:30:01","Refund processed"
"CB-202404-10111","TRX-401-58881","9358","Eva Björk","Gothenburg Music","M-GM-0299","37.4","SEK","2024-04-09T19:42:30","2024-04-12T09:35:10","GOODS_NOT_RECEIVED","Concert tickets not received","in_review","INV-601","2024-04-24","true","2024-04-20T16:22:54","chargeback_accepted","2024-04-25T13:44:12","Merchant unable to provide proof"
"CB-202404-10112","TRX-401-58882","1632","Timo Laine","Helsinki Home Goods","M-HHG-0024","85.5","EUR","2024-04-07T18:22:00","2024-04-09T10:45:09","FRAUD","Unauthorized transaction on lost card","reversed","INV-587","2024-04-18","false","","chargeback_reversed","2024-04-17T14:56:21","Card reissued"
"CB-202404-10113","TRX-401-58883","8419","Sofia Lindberg","NordicTech Electronics","M-NT-0045","499.99","EUR","2024-04-06T12:15:00","2024-04-08T15:12:41","SERVICE_NOT_RENDERED","Warranty service not honored","declined","INV-631","2024-04-19","false","","merchant_won","2024-04-18T09:29:00","Merchant policy cited"
"CB-202404-10114","TRX-401-58884","2757","Mikael Haugen","Bergen Grocers","M-BG-0112","52.3","NOK","2024-04-02T09:22:40","2024-04-11T13:25:59","GOODS_NOT_RECEIVED","Produce box not delivered","pending","INV-689","2024-04-23","false","","pending","","Awaiting merchant response"
"CB-202404-10115","TRX-401-58885","7351","Olivia Nilsen","OsloBike Rentals","M-OB-0789","200","NOK","2024-04-06T09:31:18","2024-04-12T17:10:43","FRAUD","Cardholder not present at transaction","pending","INV-601","2024-04-25","false","","pending","","Further investigation required"
"CB-202404-10116","TRX-401-58886","4087","Felix Berglund","Stockholm Books","M-SB-0031","12.89","SEK","2024-04-10T11:41:00","2024-04-12T13:04:17","DUPLICATE_PROCESSING","Magazine subscription charged twice","resolved","INV-534","2024-04-23","false","","chargeback_accepted","2024-04-22T12:40:00","Confirmed duplicate"
"CB-202404-10117","TRX-401-58887","5932","Elias Dahl","Helsinki Home Goods","M-HHG-0024","112","EUR","2024-04-09T16:40:00","2024-04-11T10:05:00","SERVICE_NOT_RENDERED","Installation service never scheduled","declined","INV-587","2024-04-22","false","","merchant_won","2024-04-21T15:21:00","Merchant provided service policy"
"CB-202404-10118","TRX-401-58888","6519","Sara Madsen","Copenhagen Deli","M-CD-0450","9.5","DKK","2024-04-07T14:17:30","2024-04-10T09:11:54","GOODS_NOT_RECEIVED","Pastry order not delivered","in_review","INV-631","2024-04-24","true","2024-04-16T15:22:00","merchant_won","2024-04-20T10:32:00","Partial delivery confirmed"
"CB-202404-10119","TRX-401-58889","7135","Magnus Pettersson","Gothenburg Music","M-GM-0299","45","SEK","2024-04-05T11:49:36","2024-04-07T15:44:29","FRAUD","Card stolen prior to transaction","reversed","INV-601","2024-04-20","false","","chargeback_reversed","2024-04-18T12:01:00","Police report filed"
"CB-202404-10120","TRX-401-58890","1096","Laura Olsen","NordicTech Electronics","M-NT-0045","129.9","EUR","2024-04-08T15:23:00","2024-04-09T14:52:33","SERVICE_NOT_RENDERED","Repair service not completed","resolved","INV-534","2024-04-21","false","","chargeback_accepted","2024-04-20T18:00:00","Merchant failed to respond"
"CB-202404-10121","TRX-401-58891","8062","Henrik Solberg","Bergen Grocers","M-BG-0112","86.8","NOK","2024-04-03T12:14:00","2024-04-08T10:45:00","FRAUD","Transaction not authorized by cardholder","pending","INV-689","2024-04-21","false","","pending","","Waiting on merchant evidence"
"CB-202404-10122","TRX-401-58892","2548","Emma Lund","OsloBike Rentals","M-OB-0789","92","NOK","2024-04-09T13:22:00","2024-04-12T15:02:00","GOODS_NOT_RECEIVED","Bike not available at pick up","resolved","INV-601","2024-04-23","true","2024-04-17T13:15:00","merchant_won","2024-04-21T13:50:00","Merchant provided alternate bike"
"CB-202404-10123","TRX-401-58893","3319","Kristian Salo","Stockholm Books","M-SB-0031","7.95","SEK","2024-04-03T10:00:00","2024-04-05T09:15:00","DUPLICATE_PROCESSING","Same book charged twice","resolved","INV-534","2024-04-17","false","","chargeback_accepted","2024-04-16T10:30:00","Refund processed"
"CB-202404-10124","TRX-401-58894","4198","Maja Eriksson","Helsinki Home Goods","M-HHG-0024","28.9","EUR","2024-04-10T14:10:00","2024-04-11T16:00:00","SERVICE_NOT_RENDERED","Refund not processed","declined","INV-587","2024-04-22","false","","merchant_won","2024-04-21T18:10:00","Merchant provided refund policy"
"CB-202404-10125","TRX-401-58895","6531","Erik Lindström","Copenhagen Deli","M-CD-0450","15.6","DKK","2024-04-03T17:50:00","2024-04-06T11:45:00","GOODS_NOT_RECEIVED","Order not delivered","in_review","INV-631","2024-04-19","true","2024-04-14T09:10:00","merchant_won","2024-04-18T13:15:00","Merchant provided delivery slip"
"CB-202404-10126","TRX-401-58896","2887","Anne Petersen","Gothenburg Music","M-GM-0299","33.8","SEK","2024-04-05T17:00:00","2024-04-08T14:20:00","FRAUD","Cardholder did not recognize transaction","pending","INV-689","2024-04-19","false","","pending","","Initial notification received"
"CB-202404-10127","TRX-401-58897","7890","Viktor Holm","NordicTech Electronics","M-NT-0045","155.32","EUR","2024-04-09T11:20:00","2024-04-12T10:30:00","SERVICE_NOT_RENDERED","Warranty repair not honored","declined","INV-631","2024-04-23","false","","merchant_won","2024-04-22T12:30:00","Merchant policy cited"
"CB-202404-10128","TRX-401-58898","4571","Sanna Rasmussen","Bergen Grocers","M-BG-0112","49.6","NOK","2024-04-05T14:14:00","2024-04-08T13:20:00","FRAUD","Cardholder not present at transaction","pending","INV-601","2024-04-21","false","","pending","","Further investigation required"
"CB-202404-10129","TRX-401-58899","3681","Otto Nyström","OsloBike Rentals","M-OB-0789","67.2","NOK","2024-04-07T10:15:00","2024-04-10T09:18:00","GOODS_NOT_RECEIVED","Bike not available for reservation","resolved","INV-601","2024-04-22","true","2024-04-15T13:00:00","merchant_won","2024-04-19T11:50:00","Merchant provided alternate bike"
"CB-202404-10130","TRX-401-58900","5162","Camilla Blom","Stockholm Books","M-SB-0031","19.99","SEK","2024-04-11T17:28:00","2024-04-13T13:15:00","DUPLICATE_PROCESSING","Book charged twice","resolved","INV-534","2024-04-24","false","","chargeback_accepted","2024-04-23T16:30:00","Refund processed"
"CB-202404-10131","TRX-401-58901","8539","Johanna Karlsen","Helsinki Home Goods","M-HHG-0024","77.7","EUR","2024-04-09T19:45:00","2024-04-11T14:15:00","SERVICE_NOT_RENDERED","Installation service not completed","declined","INV-587","2024-04-22","false","","merchant_won","2024-04-21T12:45:00","Merchant provided service policy"
"CB-202404-10132","TRX-401-58902","1642","Isak Kristensen","Copenhagen Deli","M-CD-0450","8.9","DKK","2024-04-02T17:00:00","2024-04-05T10:05:00","GOODS_NOT_RECEIVED","Order not delivered","in_review","INV-631","2024-04-19","true","2024-04-14T14:20:00","merchant_won","2024-04-18T17:00:00","Merchant provided delivery slip"
"CB-202404-10133","TRX-401-58903","2981","Tobias Berg","Gothenburg Music","M-GM-0299","29","SEK","2024-04-07T11:30:00","2024-04-08T15:15:00","FRAUD","Cardholder did not recognize transaction","pending","INV-689","2024-04-19","false","","pending","","Initial notification received"
"CB-202404-10134","TRX-401-58904","5813","Signe Mortensen","NordicTech Electronics","M-NT-0045","350","EUR","2024-04-09T12:10:00","2024-04-12T11:40:00","SERVICE_NOT_RENDERED","Warranty repair not honored","declined","INV-631","2024-04-23","false","","merchant_won","2024-04-22T14:00:00","Merchant policy cited"
"CB-202404-10135","TRX-401-58905","4219","Jonas Rasmussen","Bergen Grocers","M-BG-0112","28.4","NOK","2024-04-04T13:15:00","2024-04-08T10:30:00","FRAUD","Cardholder not present at transaction","pending","INV-601","2024-04-21","false","","pending","","Further investigation required"
